song_id,song,is_original,original_artist,debut_date,last_played,times_played,avg_show_gap
803,Mini Mall Rap,1,Goose,2020-06-26,2020-06-26,1,338.0
804,Caravan,0,Van Morrison,2016-10-09,2016-10-09,1,697.0
805,Everything Must Go,1,Goose,2022-10-01,2025-06-11,37,5.76
807,"So Fresh, So Clean",0,Outkast,2022-10-08,2022-10-08,1,208.0
808,Born To Be Wild,0,Steppenwolf,2022-10-15,2022-10-15,1,203.0
809,Thatch,1,Goose,2022-11-13,2025-06-11,50,3.94
811,You Are So Beautiful,0,Joe Cocker,2017-05-20,2017-05-20,1,650.0
812,"Signed, Sealed, Delivered",0,Stevie Wonder,2017-05-20,2017-05-20,1,650.0
813,Burning Down the House,0,Talking Heads,2017-05-20,2023-12-08,2,325.0
814,Get Lucky,0,Daft Punk,2017-05-20,2017-05-20,1,650.0
817,Mr. Action,1,Goose,2022-12-18,2025-05-28,33,5.73
818,Auld Lang Syne,0,Traditional,2017-12-31,2022-12-31,2,288.5
819,This Year's Love,0,David Gray,2022-12-31,2022-12-31,1,187.0
820,Not Alone,1,Goose,2023-03-09,2024-11-07,5,36.6
822,Lead Up,1,Goose,2023-03-10,2025-06-01,33,5.69
823,Feel It Now,1,Goose,2023-03-11,2025-05-30,30,6.03
833,Stand By Me,0,Ben E. King,2016-10-09,2017-05-20,2,348.5
834,Loving Cup,0,The Rolling Stones,2016-10-09,2016-10-09,1,697.0
843,Wild Summer Nights,0,John Cafferty,2023-07-04,2023-07-04,1,142.0
864,All I Need,0,LP Giobbi,2023-09-14,2023-09-14,1,135.0
864,All I Need,0,Goose,2017-01-28,2025-05-31,146,4.89
867,I Would Die 4 U,0,Prince,2023-10-06,2025-05-25,9,13.22
868,Revival,0,The Allman Brothers Band,2017-05-20,2017-05-20,1,650.0
868,Revival,0,Zach Williams,2017-07-08,2017-09-01,4,158.0
883,Mirrors,0,Justin Timberlake,2023-12-08,2023-12-08,1,104.0
884,Man in the Mirror,0,Michael Jackson,2023-12-08,2023-12-08,1,104.0
885,Fire,0,Jimi Hendrix,2023-12-08,2023-12-08,1,104.0
886,Sex On Fire,0,Kings of Leon,2023-12-08,2023-12-08,1,104.0
887,99 Red Balloons,0,Nena,2023-12-09,2023-12-09,1,103.0
888,Circles,0,Post Malone,2023-12-09,2024-04-24,2,51.5
889,Big Blue,0,Vampire Weekend,2023-12-09,2023-12-09,1,103.0
890,I’m Forever Blowing Bubbles,0,John Kellette,2023-12-09,2023-12-09,1,103.0
891,Jungle,0,ELO,2023-12-09,2023-12-09,1,103.0
892,Jungle Boogie,0,Kool & The Gang,2023-12-09,2023-12-09,1,103.0
893,Run Through The Jungle,0,Creedence Clearwater Revival,2023-12-09,2023-12-09,1,103.0
910,"Don’t Think Twice, It’s Alright",0,Bob Dylan,2025-05-10,2025-05-10,1,15.0
911,No California,0,Ilsey Juber,2024-06-07,2025-05-30,4,23.0
914,True Love Waits,0,Radiohead,2024-09-19,2025-06-10,3,20.33
930,SALT,1,Goose,2024-04-07,2025-06-11,14,7.85
931,Give It Time,1,Goose,2024-04-09,2025-06-12,20,5.0
933,How It Ends,1,Vasudo,2024-04-10,2025-06-12,6,16.5
935,Gen X Cops,0,Vampire Weekend,2024-04-10,2024-04-10,1,99.0
943,Draconian Meter Maid,1,Swimmer,2024-09-01,2025-06-12,13,5.69
945,Big Modern!,1,Goose,2024-09-01,2025-06-07,21,3.7
946,"One In, One Out",1,Goose,2024-09-02,2025-06-10,12,6.08
947,My Mind Has Been Consumed By Media,1,Swimmer,2024-09-03,2025-06-07,7,10.29
948,War Pigs,0,Black Sabbath,2024-10-01,2024-10-01,1,53.0
950,You Spin Me Round (Like A Record),0,Dead or Alive,2024-10-31,2025-06-03,3,14.67
951,Stranger Things,0,S U R V I V E,2024-10-31,2024-10-31,2,44.0
952,Maniac,0,Michael Sembello,2024-10-31,2024-11-07,3,22.0
953,Wipeout,0,Bob Berryhill,2024-10-31,2024-10-31,1,44.0
955,Running Up That Hill,0,Kate Bush,2024-10-31,2025-06-07,3,14.67
956,Everybody Wants To Rule The World,0,Tears For Fears,2024-10-31,2024-10-31,1,44.0
958,Sirius,0,The Alan Parsons Project,2024-12-13,2024-12-14,2,16.5
959,Kashmir,0,Led Zeppelin,2024-12-13,2024-12-13,1,33.0
960,Slip Slidin’ Away,0,Paul Simon,2024-12-14,2024-12-14,1,32.0
961,Help on the Way,0,Grateful Dead,2024-12-14,2024-12-14,1,32.0
962,Slipknot!,0,Grateful Dead,2024-12-14,2024-12-14,1,32.0
964,Don’t Leave Me This Way,0,Harold Melvin & The Blue Notes,2024-12-14,2025-05-30,4,8.0
965,Get Down Tonight,0,KC and the Sunshine Band,2024-12-14,2024-12-14,1,32.0
967,The King,1,Goose,2024-12-13,2024-12-13,1,33.0
968,Low Rider,0,War,2024-12-30,2024-12-30,1,31.0
969,I Only Have Eyes For You,0,The Flamingos,2024-12-31,2024-12-31,1,30.0
970,Dustin Hoffman,1,Goose,2025-05-10,2025-06-07,4,3.75
971,Iguana Song,1,Goose,2025-05-09,2025-06-11,4,4.25
972,Flood in Franklin Park,0,Grant Green,2014-12-23,2025-02-06,2,382.5
973,Trick To Happy,0,Bahamas,2025-02-10,2025-02-10,1,26.0
978,In Bloom,0,Nirvana,2025-05-08,2025-05-08,1,18.0
979,Torero,1,Goose,2025-05-08,2025-06-07,3,6.0
980,Ride Like The Wind,0,Christopher Cross,2025-05-08,2025-05-08,1,18.0
981,fast:slow,1,Goose,2025-05-09,2025-06-07,2,8.5
982,Moby Dick,0,Led Zeppelin,2025-05-31,2025-05-31,1,9.0
